Rk,Player,Year,Class,School,G,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD
1788,Luke McNitt,2017,SR,Nebraska,8,2,21,10.5,0
1789,Timothy McVey,2017,SR,Air Force,12,21,390,18.6,0
1790,Josh Miller,2017,JR,Ball State,12,2,30,15,0
1791,Malik Miller,2017,JR,Air Force,5,2,26,13,0
1792,Jordan Mims,2017,FR,Fresno State,12,1,4,4,0
1793,Tra Minter,2017,SO,South Alabama,12,5,88,17.6,0
1794,Cody Mitchell,2017,FR,Marshall,5,8,83,10.4,0
1795,Keith Mixon,2017,SO,Mississippi State,8,5,89,17.8,0
1796,Der'Quione Mobley,2017,JR,Western Kentucky,4,1,7,7,0
1797,Darnell Mooney,2017,SO,Tulane,11,1,5,5,0
1798,Donovan Moore,2017,JR,Arizona,1,1,12,12,0
1799,Foster Moreau,2017,JR,Louisiana State,11,1,24,24,0
1800,Stanley Morgan Jr.,2017,JR,Nebraska,11,1,15,15,0
1801,Manny Morgan,2017,SR,Akron,11,1,5,5,0
1802,John Moten IV,2017,SO,Northwestern,6,9,151,16.8,0
1803,Jared Murphy,2017,SR,Miami (OH),12,2,33,16.5,0
1804,Chris Murray,2017,SR,Arkansas State,11,7,172,24.6,0
1805,Gabe Myles,2017,SR,Mississippi State,4,1,23,23,0
1806,Charles Nelson,2017,SR,Oregon,9,8,205,25.6,0
1807,Kylan Nelson,2017,JR,Ohio,12,4,73,18.3,0
1808,Shaun Nixon,2017,JR,Texas Christian,7,1,11,11,0
1809,Dejonte O'Neal,2017,JR,Fresno State,11,18,354,19.7,0
1810,Sewo Olonilua,2017,SO,Texas Christian,12,3,50,16.7,0
1811,Marcus Outlow,2017,JR,Coastal Carolina,10,1,7,7,0
1812,Evan Owens,2017,JR,Nevada-Las Vegas,7,6,127,21.2,0
1813,Jamal Parker,2017,SO,Kent State,11,4,83,20.8,0
1814,Justus Parker,2017,SO,Texas Tech,11,1,11,11,0
1815,Jahcour Pearson,2017,FR,Western Kentucky,5,3,44,14.7,0
1816,D'Vaughn Pennamon,2017,SO,Ole Miss,11,2,55,27.5,0
1817,Rashaad Penny,2017,SR,San Diego State,12,15,459,30.6,2
1818,Cedric Peterson,2017,SO,Arizona,7,2,37,18.5,0
1819,Darius Phillips,2017,SR,Western Michigan,12,26,683,26.3,2
1820,Carlos Pickett,2017,SO,Kent State,3,1,10,10,0
1821,Darius Pinnix,2017,FR,East Carolina,11,4,51,12.8,0
1822,Danny Pinter,2017,SO,Ball State,6,1,13,13,0
1823,Hayden Pittman,2017,FR,UAB,7,1,10,10,0
1824,Chris Platt,2017,JR,Baylor,4,2,24,12,0
1825,Brandon Polk,2017,JR,Penn State,8,3,60,20,0
1826,Kyle Porter,2017,SO,Texas,9,6,152,25.3,0
1827,Brandon Powell,2017,SR,Florida,11,2,35,17.5,0
1828,Cornell Powell,2017,SO,Clemson,6,2,43,21.5,0
1829,Brandon Presley,2017,SO,Nevada-Las Vegas,12,5,111,22.2,0
1830,Kavious Price,2017,SO,Kent State,10,12,223,18.6,0
1831,Byron Pringle,2017,JR,Kansas State,11,14,369,26.4,1
1832,James Proche,2017,SO,SMU,12,3,50,16.7,0
1833,Trey Quinn,2017,JR,SMU,12,5,113,22.6,0
1834,La Ramsby,2017,SR,Georgia Southern,12,2,33,16.5,0
1835,Anthony Ratliff-Williams,2017,SO,North Carolina,12,34,895,26.3,2
1836,Jalen Reagor,2017,FR,Texas Christian,12,4,122,30.5,0
1837,Warren Redix,2017,JR,UTEP,6,2,25,12.5,0
1838,D.J Reed,2017,JR,Kansas State,10,15,530,35.3,1
1839,Joe Reed,2017,SO,Virginia,11,26,743,28.6,1
1840,Antwaine Richardson,2017,SO,Maryland,9,2,42,21,0
1841,Amari Rodgers,2017,FR,Clemson,10,1,36,36,0
1842,Asim Rose,2017,FR,Kentucky,4,1,9,9,0
1843,Julian Ross,2017,FR,Ohio,6,6,186,31,0
1844,Larry Rountree III,2017,FR,Missouri,12,21,457,21.8,0
1845,Jonathan Rucker,2017,SR,Louisiana State,5,1,9,9,0
1846,Henry Ruggs III,2017,FR,Alabama,12,10,191,19.1,0
1847,Trever Ryen,2017,SR,Iowa State,12,1,28,28,0
1848,Deebo Samuel,2017,JR,South Carolina,3,2,194,97,2
1849,Traveon Samuel,2017,JR,Louisville,12,11,203,18.5,0
1850,Jaylen Samuels,2017,SR,North Carolina State,12,8,174,21.8,0
1851,C.J Sanders,2017,JR,Notre Dame,11,28,633,22.6,0
1852,Miles Sanders,2017,SO,Penn State,9,1,20,20,0
1853,Deltron Sands,2017,SO,Akron,8,5,125,25,0
1854,Ryan Schadler,2017,JR,Kansas,12,25,562,22.5,0
1855,Boston Scott,2017,SR,Louisiana Tech,12,10,183,18.3,0
1856,Da'Mari Scott,2017,SR,Fresno State,12,8,195,24.4,0
1857,Antjuan Simmons,2017,FR,Michigan State,11,1,32,32,0
1858,Brandon Simmons,2017,SR,Old Dominion,4,1,21,21,0
1859,Steven Sims Jr.,2017,JR,Kansas,11,14,355,25.4,0
1860,Leonard Skattebo,2017,SR,Bowling Green State,5,1,12,12,0
1861,Alonzo Smith,2017,JR,Miami (OH),10,7,106,15.1,0
1862,B.J. Smith,2017,SO,Troy,7,1,7,7,0
1863,Cameron Smith,2017,JR,USC,12,1,2,2,0
1864,Ito Smith,2017,SR,Southern Mississippi,12,1,22,22,0
1865,Nic Smith,2017,FR,North Texas,12,2,30,15,0
1866,Shi Smith,2017,FR,South Carolina,11,2,43,21.5,0
1867,Ihmir Smith-Marsette,2017,FR,Iowa,11,4,134,33.5,0
1868,Mike Sota,2017,JR,UTEP,7,1,2,2,0
1869,JD Spielman,2017,FR,Nebraska,11,27,669,24.8,1
1870,Robert Spillane,2017,SR,Western Michigan,12,1,9,9,0
1871,Charles Standberry,2017,SR,Louisville,12,1,12,12,0
1872,Terence Stephens Jr,2017,SO,Bowling Green State,8,4,78,19.5,0
1873,Darrell Stewart Jr.,2017,SO,Michigan State,12,6,152,25.3,0
1874,M.J. Stewart,2017,SR,North Carolina,12,2,36,18,0
1875,Marcelias Sutton,2017,JR,Oklahoma,9,18,388,21.6,0
1876,Blaise Taylor,2017,SR,Arkansas State,11,2,22,11,0
1877,Robert Taylor,2017,SR,Washington State,12,7,133,19,0
1878,Ambry Thomas,2017,FR,Michigan,10,18,362,20.1,0
1879,Deddrick Thomas,2017,SO,Mississippi State,10,1,19,19,0
1880,Jeff Thomas,2017,FR,Miami (FL),11,25,548,21.9,0
1881,Jordan Thomas,2017,SR,Oklahoma,9,1,0,0,0
1882,Maurice Thomas,2017,JR,Miami (OH),3,6,98,16.3,0
1883,Reginald Todd,2017,FR,Mississippi State,8,14,247,17.6,0
1884,Kadarius Toney,2017,FR,Florida,8,1,15,15,0
1885,Kylen Towner,2017,SR,Western Kentucky,11,14,317,22.6,0
1886,Davon Tucker,2017,SO,Western Michigan,4,1,7,7,0
1887,Shane Tucker,2017,SR,Middle Tennessee State,9,7,174,24.9,0
1888,A.J. Turner,2017,SO,South Carolina,12,11,188,17.1,0
1889,KaVontae Turpin,2017,JR,Texas Christian,12,12,408,34,1
1890,Ky'Jon Tyler,2017,SO,Coastal Carolina,11,30,683,22.8,0
1891,Zaquon Tyson,2017,JR,Kent State,2,3,53,17.7,0
1892,Akrum Wadley,2017,SR,Iowa,12,4,100,25,0
1893,Charles Walker,2017,SR,Kentucky,9,1,1,1,0
1894,Marc Walton,2017,JR,Ball State,8,5,82,16.4,0
1895,Mike Warren,2017,JR,Iowa State,8,9,186,20.7,0
1896,Juwan Washington,2017,SO,San Diego State,12,10,193,19.3,1
1897,Quez Watkins,2017,FR,Southern Mississippi,11,11,236,21.5,0
1898,Jaylon Watson,2017,SO,Wyoming,2,1,8,8,0
1899,Tyler Watts,2017,JR,Texas State,10,5,90,18,0
1900,Josh Weeks,2017,SO,UTEP,6,1,5,5,0
1901,Braeden West,2017,JR,SMU,11,18,335,18.6,0
1902,Cody White,2017,FR,Michigan State,10,1,0,0,0
1903,Masai Whyte,2017,JR,Western Kentucky,11,1,0,0,0
1904,Matthew Wilcox Jr.,2017,FR,Bowling Green State,11,21,517,24.6,0
1905,Avery Williams,2017,FR,Boise State,12,14,348,24.9,0
1906,Darrel Williams,2017,SR,Louisiana State,12,1,21,21,0
1907,James Williams,2017,SO,Washington State,12,1,15,15,0
1908,Malik Williams,2017,FR,Appalachian State,10,1,24,24,0
1909,Marcel Williams,2017,JR,Marshall,9,9,165,18.3,0
1910,Andre Wilson,2017,JR,UAB,12,13,251,19.3,0
1911,Cedric Wilson,2017,SR,Boise State,12,16,430,26.9,0
1912,Shaun Wilson,2017,SR,Duke,12,24,590,24.6,0
1913,Ryan Wolpin,2017,SR,Boise State,12,3,64,21.3,0
1914,Tanner Wood,2017,SR,Kansas State,11,1,4,4,0
1915,Darren Woods Jr,2017,SO,Nevada-Las Vegas,12,18,299,16.6,0
1916,Richie Worship,2017,SO,Purdue,10,3,63,21,0
1917,Isaiah Wright,2017,SO,Temple,12,13,324,24.9,1
1918,Quentin Yontz,2017,JR,Texas Tech,7,1,22,22,0
1919,Daniel Young,2017,FR,Texas,8,1,9,9,0
1920,Kenny Young,2017,JR,Miami (OH),11,7,144,20.6,0
1921,Olamide Zaccheaus,2017,JR,Virginia,12,2,56,28,0
1922,Louie Zervos,2017,SO,Ohio,12,1,13,13,0
1923,Isaiah Zuber,2017,SO,Kansas State,12,2,15,7.5,0
1924,Salvon Ahmed,2017,FR,Washington,12,10,285,28.5,0
1925,Andrew Armstrong,2017,SO,Syracuse,7,1,12,12,0
1926,Sergio Bailey,2017,SR,Eastern Michigan,12,1,16,16,0
1927,Blake Banham,2017,JR,Eastern Michigan,8,12,235,19.6,0
1928,Chad Beebe,2017,SR,Northern Illinois,9,12,297,24.8,0
1929,Raheem Blackshear,2017,FR,Rutgers,10,20,334,16.7,0
1930,Christian Blake,2017,SR,Northern Illinois,12,9,174,19.3,0
1931,Darryl Bonner,2017,SR,Navy,10,3,29,9.7,0
1932,Dustin Bowens,2017,JR,Florida Atlantic,2,1,0,0,0
1933,Gerold Bright,2017,SO,Utah State,8,1,21,21,0
1934,John Brown III,2017,SR,Navy,8,1,24,24,0
1935,D.J. Brown,2017,JR,Northern Illinois,12,3,62,20.7,0
1936,Henry Bussey,2017,SR,Florida Atlantic,6,1,19,19,0
1937,Shyheim Cullen,2017,SO,Syracuse,5,1,13,13,0
1938,Eddie Daugherty,2017,JR,Eastern Michigan,10,2,16,8,0
1939,Jomon Dotson,2017,JR,Washington,7,1,19,19,0
1940,Jalen Embry,2017,JR,Northern Illinois,10,2,53,26.5,0
1941,Ian Eriksen,2017,JR,Eastern Michigan,12,3,20,6.7,0
1942,Myles Gaskin,2017,JR,Washington,12,1,5,5,0
1943,Ben Glines,2017,SO,Boston College,9,5,61,12.2,0
1944,Janarion Grant,2017,SR,Rutgers,7,12,251,20.9,0
1945,Tavaris Harrison,2017,SO,Florida Atlantic,8,1,0,0,0
1946,Josh Hicks,2017,SR,Rutgers,9,7,97,13.9,0
1947,Artice Hobbs IV,2017,FR,Army,3,2,23,11.5,0
1948,Jordan Huff,2017,SR,Northern Illinois,9,1,23,23,0
1949,Lajuan Hunt,2017,SR,Utah State,12,1,24,24,0
1950,Natrell Jamerson,2017,SR,Wisconsin,12,2,6,3,0
1951,Jaron Johnson,2017,SR,Eastern Michigan,12,1,19,19,0
1952,Nykeim Johnson,2017,FR,Syracuse,6,4,91,22.8,0
1953,Dallin Leavitt,2017,SR,Utah State,12,1,10,10,0
1954,Tonny Lindsey,2017,SR,Utah State,1,4,75,18.8,0
1955,Chico McClatcher,2017,JR,Washington,3,3,53,17.7,0
1956,Damon Mitchell,2017,SR,Rutgers,8,1,14,14,0
1957,Chris Montgomery,2017,SR,UNC Charlotte,12,37,802,21.7,0
1958,Nate Mullen,2017,SO,UNC Charlotte,10,2,50,25,0
1959,James Nachtigal,2017,JR,Army,12,1,0,0,0
1960,Malcolm Perry,2017,SO,Navy,11,13,318,24.5,0
1961,Sean Riley,2017,SO,Syracuse,12,29,710,24.5,0
1962,Kenneth Ruff,2017,SO,Syracuse,8,2,25,12.5,0
1963,Savon Scarver,2017,FR,Utah State,12,24,526,21.9,0
1964,Mathew Sexton,2017,SO,Eastern Michigan,12,18,312,17.3,0
1965,Jalen Sharp,2017,JR,Army,2,2,46,23,0
1966,A.J. Taylor,2017,SO,Wisconsin,12,12,287,23.9,0
1967,Carson Terrell,2017,FR,Utah State,8,1,10,10,0
1968,Derrick Tindal,2017,SR,Wisconsin,12,10,213,21.3,0
1969,John Trainor,2017,SR,Army,9,2,24,12,0
1970,John Voit,2017,SR,Army,12,1,0,0,0
1971,Michael Walker,2017,JR,Boston College,12,31,754,24.3,0
1972,Tre Walker,2017,JR,Navy,3,5,82,16.4,0
1973,Kobay White,2017,FR,Boston College,11,1,28,28,0
1974,Kerrith Whyte,2017,SO,Florida Atlantic,12,22,539,24.5,1
1975,Alex Bachman,2017,JR,Wake Forest,8,4,69,17.3,0
1976,Kalen Ballage,2017,SR,Arizona State,12,20,410,20.5,0
1977,Taz Bateman,2017,JR,Georgia State,4,1,9,9,0
1978,Jessie Bates,2017,SO,Wake Forest,10,1,0,0,0
1979,Eno Benjamin,2017,FR,Arizona State,8,6,119,19.8,0
1980,Julian Blackmon,2017,SO,Utah,12,1,16,16,0
1981,Mike Boone,2017,SR,Cincinnati,10,1,12,12,0
1982,Denzal Brantley,2017,SO,Idaho,2,1,21,21,0
1983,Shannon Brooks,2017,JR,Minnesota,6,18,347,19.3,0
1984,LD Brown,2017,FR,Oklahoma State,8,7,154,22,0
1985,Arkeem Byrd,2017,FR,Wake Forest,10,1,14,14,0
1986,Parris Campbell,2017,JR,Ohio State,11,9,329,36.6,0
1987,Duke Carter IV,2017,SO,Louisiana-Monroe,11,8,137,17.1,0
1988,Terrell Carter,2017,FR,Memphis,11,1,10,10,0
1989,Mark Chapman,2017,SR,Central Michigan,12,1,15,15,0
1990,Doroland Dorceus,2017,SR,Memphis,7,1,11,11,0
1991,Greg Dortch,2017,FR,Wake Forest,8,18,397,22.1,0
1992,Aaron Duckworth,2017,SR,Idaho,12,23,404,17.6,0
1993,Berkley Edwards,2017,SR,Central Michigan,6,15,261,17.4,0
1994,Jamarl Eiland,2017,SR,Buffalo,7,1,22,22,0
1995,Lui Fa'amasino,2017,JR,New Mexico State,8,1,6,6,0
1996,Sione Finefeuiaki,2017,JR,Oklahoma State,4,1,9,9,0
1997,Kyle Fulks,2017,SR,Utah,9,4,66,16.5,0
1998,Tony Gaiter IV,2017,SO,Florida International,11,1,18,18,0
1999,Alex Gardner,2017,SR,Florida International,12,2,19,9.5,0
2000,Thomas Geddis,2017,SO,Cincinnati,11,7,125,17.9,0
2001,Cole Gest,2017,SO,Indiana,10,1,21,21,0
2002,Derrick Gore,2017,SR,Louisiana-Monroe,12,1,2,2,0
2003,Richie Grant,2017,FR,UCF,10,4,75,18.8,0
2004,Marcus Green,2017,JR,Louisiana-Monroe,12,27,876,32.4,4
2005,Jake Hall,2017,JR,Arkansas,7,1,3,3,0
2006,J-Shun Harris II,2017,JR,Indiana,7,1,13,13,0
2007,Penny Hart,2017,SO,Georgia State,11,2,20,10,0
2008,Tim Hart,2017,FR,Memphis,11,1,12,12,0
2009,Johnathan Hawkins,2017,JR,Buffalo,3,1,6,6,0
2010,D.J. Henderson,2017,JR,Idaho,8,1,6,6,0
2011,Darrell Henderson,2017,SO,Memphis,11,9,196,21.8,0
2012,K.J. Hill,2017,SO,Ohio State,12,6,150,25,0
2013,Tabari Hines,2017,JR,Wake Forest,11,4,93,23.3,0
2014,Mike Hughes,2017,JR,UCF,11,15,523,34.9,2
2015,Jason Huntley,2017,SO,New Mexico State,11,17,433,25.5,1
2016,Anthony Johnson,2017,JR,Buffalo,12,1,13,13,0
2017,Diontae Johnson,2017,SO,Toledo,12,28,659,23.5,0
2018,Tyron Johnson,2017,SO,Oklahoma State,9,13,264,20.3,0
2019,Adrian Killins,2017,SO,UCF,11,2,38,19,0
2020,Chris Lacy,2017,SR,Oklahoma State,10,2,22,11,0
2021,Oakley Lavallii,2017,FR,Central Michigan,2,1,14,14,0
2022,Shamad Lomax,2017,SO,New Mexico State,10,1,0,0,0
2023,Bishop Louie,2017,SR,Tulsa,3,14,233,16.6,0
2024,Gabriel Luyanda,2017,JR,UCF,10,1,4,4,0
2025,Tyler Mabry,2017,SO,Buffalo,11,1,16,16,0
2026,Joey Magnifico,2017,SO,Memphis,9,4,22,5.5,0
2027,Jacob Martinez,2017,SR,Buffalo,9,6,90,15,0
2028,Napoleon Maxwell,2017,JR,Florida International,12,7,120,17.1,0
2029,Greg McCrae,2017,FR,UCF,9,2,52,26,0
2030,Markis McCray,2017,JR,Louisiana-Monroe,5,10,199,19.9,0
2031,Danzel Mckinley-Lewis,2017,SO,Toledo,11,1,19,19,0
2032,Rueben Mwehla,2017,SR,Idaho,9,4,57,14.3,0
2033,K.J. Osborn,2017,SO,Buffalo,12,16,310,19.4,0
2034,Desmond Phillips,2017,SO,Toledo,10,6,105,17.5,0
2035,Shawndarrius Phillips,2017,SO,Florida International,12,7,109,15.6,0
2036,Tony Pollard,2017,SO,Memphis,11,17,751,44.2,4
2037,Anthony Roberson,2017,FR,UCF,1,1,13,13,0
2038,Larry Rose III,2017,SR,New Mexico State,11,1,7,7,0
2039,Devon Russell,2017,JR,Buffalo,10,7,130,18.6,0
2040,Rowdy Simon,2017,SR,Tulsa,7,3,29,9.7,0
2041,Demari Simpkins,2017,SO,Utah,12,6,168,28,0
2042,Bryce Singleton,2017,FR,Florida International,11,11,256,23.3,0
2043,Quayvon Skanes,2017,FR,Connecticut,12,26,540,20.8,0
2044,Glenn Smith,2017,SR,Georgia State,11,16,407,25.4,1
2045,Rodney Smith,2017,JR,Minnesota,12,14,363,25.9,1
2046,Trelon Smith,2017,FR,Arizona State,3,3,51,17,0
2047,Deon Stewart,2017,SO,Arkansas,11,4,61,15.3,0
2048,Dillon Stoner,2017,FR,Oklahoma State,11,1,23,23,0
2049,Jordan Swann,2017,FR,Connecticut,7,8,207,25.9,0
2050,Damon Terry,2017,SO,Central Michigan,8,4,91,22.8,0
2051,Jason Thompson,2017,JR,Connecticut,7,1,19,19,0
2052,James Traylor,2017,SR,Georgia State,9,1,0,0,0
2053,David Ungerer,2017,JR,Idaho,12,2,34,17,0
2054,Chuck Wade,2017,JR,Wake Forest,12,10,241,24.1,0
2055,Michael Warren II,2017,FR,Cincinnati,12,19,439,23.1,0
2056,De'Vion Warren,2017,FR,Arkansas,11,29,765,26.4,1
2057,Shaquille Warren,2017,JR,Louisiana-Monroe,2,1,8,8,0
2058,Scotty Washington,2017,SO,Wake Forest,11,1,0,0,0
2059,Antonio Williams,2017,SO,Ohio State,8,1,13,13,0
2060,Devonte Williams,2017,SO,Indiana,12,28,523,18.7,0
2061,John Williams,2017,SO,Memphis,10,2,25,12.5,0
2062,Julian Williams,2017,JR,Florida International,6,3,70,23.3,0
2063,Kyle Williams,2017,SO,Arizona State,12,2,31,15.5,0
2064,Jonathan Wilson,2017,SO,Memphis,10,1,0,0,0
2065,Kesi Ah-Hoy,2017,FR,Oregon State,5,5,102,20.4,0
2066,Bilal Ally,2017,SO,Massachusetts,12,1,24,24,0
2067,Jessie Britt,2017,FR,Massachusetts,12,15,275,18.3,0
2068,Juwuan Brown,2017,JR,South Florida,8,1,6,6,0
2069,Squally Canada,2017,JR,Brigham Young,11,1,6,6,0
2070,Detrich Clark,2017,SR,Colorado State,10,18,427,23.7,0
2071,Thai Cottrell,2017,JR,San Jose State,6,4,83,20.8,0
2072,Dalyn Dawkins,2017,SR,Colorado State,12,1,16,16,0
2073,Brandon Douglas,2017,JR,Rice,12,1,13,13,0
2074,Trey Dye,2017,JR,Brigham Young,7,1,5,5,0
2075,Nashon Ellerbe,2017,SO,Rice,12,11,208,18.9,0
2076,Keelan Ewaliko,2017,SR,Hawaii,12,35,716,20.5,0
2077,Quinton Flowers,2017,SR,South Florida,11,1,20,20,0
2078,Bailey Gaither,2017,SO,San Jose State,7,13,256,19.7,0
2079,D.J. Green,2017,SR,Rice,11,2,28,14,0
2080,Matt Hadley,2017,SR,Brigham Young,5,1,15,15,0
2081,Mike Hampton,2017,FR,South Florida,8,1,20,20,0
2082,Xavier Hawkins,2017,SR,Oregon State,7,8,168,21,0
2083,Aleva Hifo,2017,SO,Brigham Young,10,1,23,23,0
2084,Andy Isabella,2017,JR,Massachusetts,12,5,114,22.8,0
2085,Tanner Jacobson,2017,JR,Brigham Young,10,1,8,8,0
2086,D'Ernest Johnson,2017,SR,South Florida,11,8,155,19.4,0
2087,Olabisi Johnson,2017,JR,Colorado State,11,1,23,23,0
2088,Marvin Kinsey,2017,SO,Colorado State,7,1,2,2,0
2089,Malik Lee,2017,SR,Massachusetts,6,3,18,6,0
2090,Dorian Maddox,2017,SO,Stanford,5,3,96,32,0
2091,Tyree McCants,2017,JR,South Florida,10,7,152,21.7,0
2092,Va'A Niumatalolo,2017,SR,Brigham Young,7,1,8,8,0
2093,Kevin Nutt Jr.,2017,SR,Colorado State,11,3,49,16.3,0
2094,Art Pierce,2017,SO,Oregon State,12,27,540,20,0
2095,Malik Roberson,2017,JR,San Jose State,12,1,0,0,0
2096,Isaiah Rodgers,2017,SO,Massachusetts,12,10,209,20.9,0
2097,Keala Santiago,2017,SO,Hawaii,11,1,26,26,0
2098,Terrence Sayles,2017,JR,Hawaii,5,3,64,21.3,0
2099,Cameron Scarlett,2017,JR,Stanford,12,30,768,25.6,0
2100,Shemar Smith,2017,SO,Oregon State,9,1,15,15,0
2101,Darius Tice,2017,SR,South Florida,11,3,29,9.7,0
2102,Austin Trammell,2017,FR,Rice,12,17,332,19.5,0
2103,Jonah Trinnaman,2017,SR,Brigham Young,12,17,332,19.5,0
2104,Calvin Tyler Jr.,2017,FR,Oregon State,4,9,182,20.2,0
2105,Marquez Valdes-Scantling,2017,SR,South Florida,11,2,39,19.5,0
2106,Austin Walter,2017,JR,Rice,12,6,78,13,0
2107,Marquis Young,2017,JR,Massachusetts,12,10,241,24.1,0
2108,Zamore Zigler,2017,SO,San Jose State,13,16,351,21.9,0
2109,Christian Cumberlander,2016,JR,San Diego State,1,1,27,27,0
2110,J.J. Jolaoso,2016,SR,Kansas,1,3,51,17,0
2111,Hernz Laguerre,2016,SR,Syracuse,2,1,15,15,0
2112,Jaxon Uhles,2016,JR,Oklahoma,1,1,0,0,0
2113,Antonio Cannon,2016,FR,Northern Illinois,1,1,0,0,0
2114,Jack Freudenthal,2016,FR,Wake Forest,1,1,1,1,0
2115,Tom Pancoast,2016,JR,Penn State,1,1,11,11,0
2116,Nick Smith,2016,SO,Wyoming,1,1,8,8,0
2117,Anthony Whatley,2016,FR,East Carolina,1,1,0,0,0
2118,"Shelby Townsend, Jr.",2016,SO,Georgia Southern,1,1,18,18,0
2119,Jake Ashton,2016,SO,California,1,1,0,0,0
2120,Bryan Driskell,2016,SR,Air Force,3,2,40,20,0
2121,Tony Ellison,2016,SO,Arizona,3,3,46,15.3,0
2122,J.R. Hensley,2016,FR,Hawaii,2,2,3,1.5,0
2123,Cannon Maki,2016,SO,North Texas,1,1,12,12,0
2124,Zander Neuville,2016,SO,Wisconsin,1,1,13,13,0
2125,Carson Meier,2016,SO,Oklahoma,2,1,8,8,0
2126,Marshall Wadleigh,2016,SR,Tulane,2,1,9,9,0
2127,Quan Howard,2016,FR,Georgia Southern,4,5,68,13.6,0
2128,Robert Awunganyi,2016,FR,Colorado State,3,1,4,4,0
2129,John Brown III,2016,JR,Navy,3,2,51,25.5,0
2130,Nizaire Cromartie,2016,FR,Navy,3,1,14,14,0
2131,Drake Kulick,2016,JR,Iowa,2,1,13,13,0
2132,Jamil Sabbagh,2016,FR,Central Michigan,5,15,274,18.3,0
2133,Marquez Stevenson,2016,FR,Houston,2,1,2,2,0
2134,Jack Wegher,2016,FR,Purdue,4,1,19,19,0
2135,Deshawn Applewhite,2016,FR,South Alabama,2,2,30,15,0
2136,Jordan Fisher,2016,FR,Toledo,1,1,2,2,0
2137,Elijah Lilly,2016,FR,New Mexico,6,18,503,27.9,1
2138,Marquill Osborne,2016,FR,Tennessee,5,4,79,19.8,0
2139,Trevor Thomas,2016,JR,Central Michigan,2,1,15,15,0
2140,Will Watson,2016,SR,Bowling Green State,5,13,275,21.2,0
2141,Tra Barnett,2016,FR,Georgia State,8,13,318,24.5,1
2142,A.J. Branisel,2016,JR,Florida International,6,1,5,5,0
2143,Matt Guidry,2016,FR,Texas-San Antonio,7,17,408,24,0
2144,Jaron Johnson,2016,JR,Eastern Michigan,7,19,351,18.5,0
2145,Steven Matlock,2016,SR,Idaho,2,2,14,7,0
2146,Dillon Mitchell,2016,FR,Oregon,5,3,49,16.3,0
2147,Harrison Newman,2016,FR,Connecticut,2,3,60,20,0
2148,Paxton Schrimsher,2016,FR,Southern Mississippi,3,1,7,7,0
2149,Quincy Vasser,2016,SR,Texas,3,3,30,10,0
2150,Malik Lee,2016,JR,Massachusetts,4,2,2,1,0
2151,John Armstrong,2016,SR,Wake Forest,7,18,355,19.7,0
2152,Jaylynn Bailey,2016,JR,Oregon State,3,3,70,23.3,0
2153,Thomas Barber,2016,FR,Minnesota,7,2,28,14,0
2154,Cywettnie Brown,2016,SR,Ball State,4,2,31,15.5,0
2155,Stephon Brown,2016,SR,Western Kentucky,4,2,12,6,0
2156,T.J. Hammonds,2016,FR,Arkansas,6,1,16,16,0
2157,Randle Jones,2016,FR,Temple,5,7,144,20.6,0
2158,Dylan Keeney,2016,SO,Colorado,2,1,9,9,0
2159,Jordan Mitchell,2016,SO,Southern Mississippi,2,2,57,28.5,0
2160,Matt Morin,2016,SR,Arizona,3,1,22,22,0
2161,Dila Rosemond,2016,JR,Texas State,6,4,50,12.5,0
2162,Zaquon Tyson,2016,SO,Kent State,8,6,97,16.2,0
2163,Elliott Berry,2016,JR,Tennessee,8,1,43,43,0
2164,Trevon Bradford,2016,FR,Oregon State,6,1,15,15,0
2165,Shannon Brooks,2016,SO,Minnesota,9,2,24,12,0
2166,Harrison Bryant,2016,FR,Florida Atlantic,6,1,5,5,0
2167,Irvin Charles,2016,FR,Penn State,7,1,11,11,0
2168,Tyler Hanneke,2016,SR,Missouri,3,1,8,8,0
2169,Mecole Hardman,2016,FR,Georgia,4,1,17,17,0
2170,Brian Hardy,2016,SR,East Carolina,2,1,8,8,0
2171,Kendrick Jackson,2016,SO,Arkansas,2,1,10,10,0
2172,Hayden Jones,2016,SR,UCF,6,3,60,20,0
2173,Jourdan Lewis,2016,SR,Michigan,9,5,87,17.4,0
2174,Andrew Libby,2016,JR,Massachusetts,4,2,16,8,0
2175,Xavian Marks,2016,SO,Alabama,3,7,123,17.6,0
2176,Kwesi Mashack,2016,JR,Arizona,6,2,31,15.5,0
2177,Tevaris McCormick,2016,JR,Troy,9,4,55,13.8,0
2178,Spencer McInnis,2016,SR,Miami (OH),9,9,110,12.2,0
2179,Matt Merimee,2016,SO,Miami (OH),3,1,4,4,0
2180,Adam Pulsipher,2016,SO,Brigham Young,7,1,6,6,0
2181,Joe Reed,2016,FR,Virginia,9,27,678,25.1,0
2182,Deon Stewart,2016,FR,Arkansas,8,21,419,20,0
2183,Greg Taylor,2016,SO,Missouri,2,1,4,4,0
2184,Tyler Tutt,2016,FR,Texas State,5,1,25,25,0
2185,Jay Jay Wilson,2016,SO,Arizona State,5,1,7,7,0
2186,Drew Van Maanen,2016,JR,Wyoming,3,1,12,12,0
2187,Rafael Araujo-Lopes,2016,SO,Pittsburgh,7,3,98,32.7,0
2188,Caleb Bluiett,2016,SR,Texas,3,2,16,8,0
