Rk,Player,Year,Class,School,G,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD
12120,Jeff King,2004,JR,Virginia Tech,11,1,9,9,0
12121,Korey Kirkpatrick,2004,SR,Miami (OH),10,14,398,28.4,0
12122,Brandon Murphy,2004,FR,Miami (OH),10,3,92,30.7,0
12123,Ryne Robinson,2004,SO,Miami (OH),11,8,135,16.9,0
12124,Eddie Royal,2004,FR,Virginia Tech,11,10,270,27,0
12125,Collin Ashton,2003,SO,USC,1,1,0,0,0
12126,Scott Beresford,2003,SR,West Virginia,1,1,0,0,0
12127,Chad Canfield,2003,,Florida State,1,1,0,0,0
12128,Brett Kellogg,2003,JR,Iowa State,1,1,0,0,0
12129,Logo Tevaseu,2003,JR,Texas Christian,1,1,0,0,0
12130,Keith Williams,2003,SO,UCF,1,2,27,13.5,0
12131,Erik Anderson,2003,JR,Iowa State,1,1,11,11,0
12132,Sam Bryant,2003,SO,Pittsburgh,1,2,22,11,0
12133,Felix Cole,2003,SR,Air Force,1,1,24,24,0
12134,Erick Jackson,2003,FR,Nevada-Las Vegas,2,3,52,17.3,0
12135,Ryan Lacasse,2003,SO,Syracuse,1,1,14,14,0
12136,Lance Long,2003,FR,Toledo,1,1,5,5,0
12137,Skyler McKnight,2003,SR,San Jose State,1,1,4,4,0
12138,Eli Radke,2003,JR,Indiana,1,1,9,9,0
12139,Farron Fowler,2003,FR,Arkansas State,1,1,3,3,0
12140,Colin Allred,2003,SO,Baylor,1,1,0,0,0
12141,Cedric Brown,2003,JR,Rutgers,1,1,12,12,0
12142,Rodney Gamby,2003,FR,Toledo,2,2,27,13.5,0
12143,Jabari Greer,2003,SR,Tennessee,1,1,17,17,0
12144,Scott Gyorko,2003,JR,West Virginia,1,1,0,0,0
12145,Steve Navarro,2003,SO,Bowling Green State,2,2,31,15.5,0
12146,Dontez Sanders,2003,SO,Wisconsin,1,1,0,0,0
12147,Stevie Stigall,2003,SR,Texas,1,1,4,4,0
12148,Matt Couch,2003,FR,Marshall,1,1,0,0,0
12149,Brandon Brooks,2003,SO,Alabama,4,6,206,34.3,1
12150,Tarell Brown,2003,FR,Texas,2,5,94,18.8,0
12151,Marcello Church,2003,JR,Florida State,1,1,0,0,0
12152,John Garrett,2003,SR,Baylor,1,2,8,4,0
12153,Chris Hurd,2003,SR,North Texas,2,1,16,16,0
12154,Drakus Langford,2003,JR,Nevada,1,1,15,15,0
12155,Gary Love,2003,SR,Arizona,2,1,20,20,0
12156,Daniel McLemore,2003,SO,Oklahoma State,2,2,29,14.5,0
12157,Nick Moore,2003,FR,Georgia Tech,1,1,8,8,0
12158,Malcolm Ruff,2003,SO,Duke,2,1,14,14,0
12159,T.J. Rushing,2003,SO,Stanford,3,8,181,22.6,0
12160,Chad Simon,2003,JR,Michigan State,2,2,77,38.5,0
12161,Tyrone Wilson,2003,JR,Buffalo,1,1,12,12,0
12162,Kane Smaller,2003,FR,Colorado State,1,1,7,7,0
12163,Travis Branzell,2003,FR,Nevada,1,1,6,6,0
12164,Blake Burdette,2003,SO,Utah,1,1,6,6,0
12165,Terrance Carter,2003,SO,Colorado State,1,1,1,1,0
12166,Pat Clark,2003,FR,Toledo,1,1,16,16,0
12167,Dwight Ellick,2003,JR,Notre Dame,2,6,130,21.7,0
12168,Will Evans,2003,SO,UAB,3,5,91,18.2,0
12169,Marcus Hollingsworth,2003,FR,Arizona,3,9,149,16.6,0
12170,Cam Yeow,2003,JR,Akron,2,1,11,11,0
12171,Jack Zadigan,2003,JR,Colorado State,1,1,14,14,0
12172,Micah Alba,2003,JR,Brigham Young,2,4,50,12.5,0
12173,Larue Beck,2003,SO,Middle Tennessee State,1,1,0,0,0
12174,Lucas Bowen,2003,JR,Kent State,2,1,6,6,0
12175,Davis,2003,,Temple,1,1,8,8,0
12176,Rod Davis,2003,SR,Southern Mississippi,2,1,18,18,0
12177,J.D. Groves,2003,SO,UCLA,2,1,1,1,0
12178,Kinnan Herriott,2003,JR,Connecticut,1,1,19,19,0
12179,Warren Holloway,2003,JR,Iowa,3,1,13,13,0
12180,Lance Kramer,2003,SR,Kansas State,1,1,5,5,0
12181,Kevin Louswma,2003,SR,Boise State,2,1,12,12,0
12182,Malloy,2003,,New Mexico State,1,1,17,17,0
12183,David Martin,2003,SR,Oregon,2,1,23,23,0
12184,Patrick McShane,2003,SO,Boston College,1,1,7,7,0
12185,Troy Peyerk,2003,SO,Central Michigan,3,1,8,8,0
12186,Justin Rainey,2003,FR,Middle Tennessee State,3,2,16,8,0
12187,Jeff Shoate,2003,SR,San Diego State,3,2,28,14,0
12188,Andray Downs,2003,FR,Rice,2,1,14,14,0
12189,Willie Foster,2003,FR,Rutgers,4,4,67,16.8,0
12190,Michael Freund,2003,SO,Nevada-Las Vegas,2,2,1,0.5,0
12191,Josh Gattis,2003,FR,Wake Forest,1,1,2,2,0
12192,C.J. Lewis,2003,SO,South Florida,1,1,16,16,0
12193,Jeremy McGown,2003,FR,Navy,5,9,211,23.4,0
12194,Mark Miller,2003,JR,Temple,2,2,27,13.5,0
12195,Derrick Ming,2003,SO,Missouri,2,2,29,14.5,0
12196,Goodson Ohaegbulam,2003,FR,UCF,1,1,9,9,0
12197,Jarod Posthumus,2003,SO,Minnesota,2,1,7,7,0
12198,Jeremy Pugh,2003,SO,Northern Illinois,4,4,49,12.3,0
12199,Jimmy Reese,2003,SO,Central Michigan,1,1,21,21,0
12200,Taurien Sowell,2003,SO,Connecticut,2,2,7,3.5,0
12201,Clyde Surrell,2003,SR,Colorado,4,5,79,15.8,0
12202,Reggie Willson,2003,SO,Utah State,2,1,3,3,0
12203,Shawn Allen,2003,SO,Middle Tennessee State,1,1,38,38,0
12204,Allan Barnes,2003,FR,Connecticut,5,6,153,25.5,0
12205,Anthony Belmonte,2003,SO,Western Michigan,3,4,54,13.5,0
12206,Tony Carvetti,2003,FR,Cincinnati,1,1,7,7,0
12207,Michael Gaines,2003,SR,UCF,1,1,16,16,0
12208,Marcus Glover,2003,JR,UCF,1,1,5,5,0
12209,Damien Linson,2003,FR,Central Michigan,5,1,15,15,0
12210,Maurice Mack,2003,FR,Kansas State,2,2,32,16,0
12211,Jack O'Holleran,2003,JR,Nebraska,1,2,27,13.5,0
12212,Peter Sands,2003,JR,UCF,3,1,17,17,0
12213,Willie Smith,2003,SO,Marshall,2,1,0,0,0
12214,Michael Torres,2003,,UCF,6,12,197,16.4,0
12215,Steve Vaccaro,2003,JR,Nevada-Las Vegas,1,1,0,0,0
12216,Ashantti Watson,2003,SR,Eastern Michigan,5,3,13,4.3,0
12217,Scott Wesley,2003,SO,Army,1,6,140,23.3,0
12218,Brian Brownlee,2003,JR,South Carolina,5,1,0,0,0
12219,Mark Banks,2003,,Louisiana-Monroe,4,2,16,8,0
12220,Gill Byrd,2003,FR,New Mexico State,7,15,339,22.6,0
12221,Ryan Clifford,2003,SR,Nevada-Las Vegas,3,2,27,13.5,0
12222,Ernest Cole,2003,SO,Connecticut,1,1,25,25,0
12223,Brett Cooper,2003,FR,Brigham Young,6,18,435,24.2,0
12224,T.C. Cosby,2003,JR,Penn State,1,1,5,5,0
12225,Antoine Harris,2003,JR,Louisville,4,1,26,26,0
12226,Chris Johnson,2003,SR,Middle Tennessee State,2,2,12,6,0
12227,Randy Landingham,2003,SO,Nevada,4,5,105,21,0
12228,Maurice Linquist,2003,FR,Baylor,2,1,2,2,0
12229,Maurice Mann,2003,SR,Nevada,8,15,311,20.7,0
12230,Bryan McClendon,2003,SO,Georgia,5,4,54,13.5,0
12231,Joey Montalbano,2003,SR,Middle Tennessee State,1,1,0,0,0
12232,Terry Moss,2003,FR,Ball State,6,12,218,18.2,0
12233,Matt O'Neal,2003,FR,Indiana,1,1,1,1,0
12234,Ryan Redd,2003,JR,Miami (OH),3,1,23,23,0
12235,Mario Reese,2003,FR,Minnesota,1,1,1,1,0
12236,Alan Whitney,2003,FR,Southern Mississippi,3,1,13,13,0
12237,Joe Woodley,2003,SR,Iowa State,4,2,17,8.5,0
12238,Dan Kause,2003,FR,Oregon,4,1,9,9,0
12239,Dashaun Stephens,2003,SO,East Carolina,2,3,31,10.3,0
12240,David Banks-Bursey,2003,SR,Iowa State,7,16,312,19.5,0
12241,Ikaika Blackburn,2003,JR,Hawaii,1,1,13,13,0
12242,Christian Dunbar,2003,JR,Temple,5,5,75,15,0
12243,Kendral Felder,2003,FR,Duke,1,1,0,0,0
12244,Johnnie Fitzgerald,2003,FR,SMU,5,1,9,9,0
12245,Tony Frazier,2003,,New Mexico,5,5,120,24,0
12246,George Gillett,2003,JR,Oregon State,6,2,18,9,0
12247,Orlando Gooden,2003,SO,Missouri,3,3,34,11.3,0
12248,Tim Goodwell,2003,SO,Memphis,1,1,0,0,0
12249,Mark Graham,2003,SR,Buffalo,3,1,23,23,0
12250,Joel Higginson,2003,JR,Utah State,5,3,42,14,0
12251,Joe Killpack,2003,FR,Utah State,7,11,246,22.4,0
12252,Marcus Mason,2003,FR,Illinois,8,11,208,18.9,0
12253,Tag McCurdy,2003,JR,California,1,1,10,10,0
12254,Tanuvasa Moe,2003,SO,Hawaii,1,2,32,16,0
12255,Erik Oleson,2003,JR,Western Michigan,2,3,30,10,0
12256,Jason Pociask,2003,SO,Wisconsin,2,1,3,3,0
12257,Tyrone Prothro,2003,,Alabama,7,5,129,25.8,0
12258,Matt Shelton,2003,JR,Notre Dame,7,11,174,15.8,0
12259,Michael Sowell,2003,SO,Arkansas State,1,1,11,11,0
12260,Michael Steinhaus,2003,FR,Ball State,5,1,6,6,0
12261,Riley Swanson,2003,FR,Wake Forest,2,1,19,19,0
12262,Eddie Walker,2003,JR,Arkansas State,3,2,21,10.5,0
12263,Harvey Whiten,2003,SO,Oregon State,3,4,82,20.5,0
12264,Scott Ballew,2003,FR,Washington,4,3,60,20,0
12265,Tyson Browning,2003,SO,Georgia,9,4,86,21.5,0
12266,Trey Chaney,2003,FR,UAB,9,1,9,9,0
12267,Matthew Clark,2003,JR,UCLA,3,2,26,13,0
12268,T.J. Costello,2003,JR,Navy,4,5,56,11.2,0
12269,Calvin Davis,2003,FR,Iowa,8,1,23,23,0
12270,Sam Dorvil,2003,FR,Connecticut,3,1,5,5,0
12271,Daniel Foster,2003,FR,Colorado State,1,1,16,16,0
12272,Mike Gawelek,2003,JR,Illinois,1,1,3,3,0
12273,Phillip Geiggar,2003,SR,Texas,3,3,54,18,0
12274,Sekai Greer,2003,JR,Akron,2,2,13,6.5,0
12275,Jason Harmon,2003,JR,Michigan State,6,6,77,12.8,0
12276,Iverick Harris,2003,SO,East Carolina,2,1,22,22,0
12277,Nathanael Hasselbeck,2003,SO,Boston College,9,4,98,24.5,0
12278,Lionel Hickenbottom,2003,JR,Northern Illinois,5,6,104,17.3,0
12279,Alphonso Hodge,2003,JR,Miami (OH),5,6,103,17.2,0
12280,Patrick Holland,2003,SR,UCF,3,4,46,11.5,0
12281,Anthony James,2003,SO,Louisiana Tech,1,1,0,0,0
12282,Tim Jennings,2003,SO,Georgia,2,1,13,13,0
12283,Freddy Keiaho,2003,SO,San Diego State,3,6,96,16,0
12284,Ben Koger,2003,FR,Vanderbilt,3,3,44,14.7,0
12285,Mike Lynch,2003,SR,San Diego State,2,1,3,3,0
12286,Donnie McCleskey,2003,SO,California,3,1,13,13,0
12287,Scott McClintock,2003,SO,Michigan,3,1,19,19,0
12288,Eric McGoey,2003,SR,Illinois,4,2,28,14,0
12289,Kyle McKenzie,2003,SO,Minnesota,1,1,15,15,0
12290,Brandon Ratcliff,2003,SR,New Mexico,8,10,199,19.9,0
12291,Jimmy Riley,2003,FR,Louisville,3,3,51,17,0
12292,Nick Sebes,2003,JR,Stanford,7,19,420,22.1,0
12293,Kolby Smith,2003,FR,Louisville,7,2,19,9.5,0
12294,David Thomas,2003,SO,Texas,6,1,8,8,0
12295,Beau Trickey,2003,SR,San Diego State,1,1,7,7,0
12296,Brooks Turner,2003,FR,UCF,6,2,7,3.5,0
12297,Terrence Wheatley,2003,FR,Colorado,1,2,57,28.5,0
12298,Ben Wiggins,2003,SO,Rice,3,1,0,0,0
12299,Lamarr Woodley,2003,FR,Michigan,1,1,0,0,0
12300,Byron Jones,2003,JR,Texas A&M,2,1,4,4,0
12301,Paul Pratt,2003,FR,Nevada,3,4,67,16.8,0
12302,Blake Warren,2003,SO,Virginia Tech,2,1,2,2,0
12303,James Allen,2003,JR,Brigham Young,3,9,163,18.1,0
12304,Terrell Allen,2003,FR,Pittsburgh,9,24,576,24,0
12305,Devin Aromashodu,2003,SO,Auburn,6,12,246,20.5,0
12306,Mike Brooks,2003,JR,Arkansas State,5,1,7,7,0
12307,Nate Brooks,2003,JR,Eastern Michigan,2,2,25,12.5,0
12308,Decory Bryant,2003,SR,Georgia,4,3,56,18.7,0
12309,John Busing,2003,SO,Miami (OH),6,1,3,3,0
12310,Brandon Catenese,2003,SR,Oregon State,6,9,179,19.9,0
12311,Courtney Clency,2003,SO,Indiana,5,8,166,20.8,0
12312,Cedric Click,2003,SO,UTEP,5,5,92,18.4,0
12313,A.J. Davis,2003,FR,North Carolina State,2,1,13,13,0
12314,Travis Davis,2003,FR,Utah State,5,1,14,14,0
12315,Brendan Dewan,2003,SO,Duke,2,1,6,6,0
12316,Jeramy Edwards,2003,FR,Duke,1,1,0,0,0
12317,Kelvin German,2003,SO,Middle Tennessee State,6,1,16,16,0
12318,Victor Glenn,2003,SR,Louisville,4,2,21,10.5,0
12319,Steve Gregory,2003,SO,Syracuse,9,17,318,18.7,0
12320,Cliff Harrell,2003,SO,Clemson,5,1,6,6,0
12321,Lagarian Houston,2003,SO,Eastern Michigan,3,2,31,15.5,0
12322,Brandon Jacobs,2003,SO,Ole Miss,10,1,14,14,0
12323,Derell Jenkins,2003,SO,Northwestern,7,18,320,17.8,0
12324,Brandon Jones,2003,FR,Bowling Green State,3,3,57,19,0
12325,Brian King,2003,SR,West Virginia,5,2,24,12,0
12326,Daryl Lightfoot,2003,JR,Arizona State,7,15,376,25.1,0
12327,Kregg Lumpkin,2003,FR,Georgia,9,5,101,20.2,0
12328,Matt Miller,2003,SO,Arizona State,7,1,10,10,0
12329,Jon Misiewicz,2003,SO,Boston College,1,1,0,0,0
12330,Jason Mitchell,2003,JR,USC,3,2,24,12,0
12331,Marcus Moore,2003,SR,Colorado,3,4,61,15.3,0
12332,Zach Muzzy,2003,FR,North Texas,2,1,22,22,0
12333,Kelly Nead,2003,SR,Idaho,3,1,6,6,0
12334,Janssen Patton,2003,SR,Bowling Green State,8,11,237,21.5,0
12335,Mikel Resnick,2003,JR,Army,1,1,12,12,0
12336,Aaron Robbins,2003,SO,Wyoming,7,1,16,16,0
12337,Brett Robin,2003,SR,Texas,11,2,40,20,0
12338,Mike Smith,2003,JR,Miami (OH),11,3,61,20.3,0
12339,Kevin Walton,2003,JR,New Mexico,2,1,6,6,0
12340,Cedric Washington,2003,FR,Arkansas,9,23,449,19.5,0
12341,Andy Weldon,2003,JR,Boise State,4,2,36,18,0
12342,Kyle Wilson,2003,SR,Brigham Young,5,3,43,14.3,0
12343,Brandon Young,2003,SO,Connecticut,9,11,233,21.2,0
12344,Matt Morris,2003,FR,Marshall,1,1,1,1,0
12345,Jeff Mullins,2003,SO,Marshall,6,2,22,11,0
12346,Marcell Allmond,2003,SR,USC,8,9,208,23.1,0
12347,Derrick Ballard,2003,SR,Memphis,2,3,41,13.7,0
12348,Decori Birmingham,2003,JR,Arkansas,12,10,164,16.4,0
12349,Cooper Blackhurst,2003,SR,Stanford,2,2,13,6.5,0
12350,Tim Bracken,2003,JR,Michigan,5,3,70,23.3,0
12351,Mark Bradley,2003,JR,Oklahoma,6,4,180,45,1
12352,Jerome Brooks,2003,FR,Purdue,12,27,564,20.9,0
12353,Adrian Byrd,2003,SO,New Mexico,9,1,9,9,0
12354,Quinton Callum,2003,SR,South Florida,6,2,21,10.5,0
12355,Cornell Canidate,2003,SO,Arizona State,6,3,34,11.3,0
12356,Chris Carr,2003,JR,Boise State,12,24,627,26.1,0
12357,Donnie Carter,2003,JR,Florida State,5,1,5,5,0
12358,Marcus Clayton,2003,FR,Syracuse,12,4,59,14.8,0
12359,Deandra Cobb,2003,JR,Michigan State,10,26,733,28.2,3
12360,Troy Collavo,2003,FR,UTEP,5,2,11,5.5,0
12361,Leo Colquitt,2003,,Louisiana-Monroe,1,1,9,9,0
12362,Jason Colson,2003,FR,West Virginia,7,1,34,34,0
12363,Corey Connally,2003,SR,Texas Christian,5,5,78,15.6,0
12364,Tommy Cook,2003,JR,Kentucky,8,1,4,4,0
12365,Antonio Cromartie,2003,FR,Florida State,10,22,527,24,0
12366,Justin Crooks,2003,JR,Baylor,2,1,15,15,0
12367,Dennis Davis,2003,JR,Georgia Tech,4,7,110,15.7,0
12368,Willie Davis,2003,SO,Virginia,1,1,35,35,0
12369,Kyle Dickerson,2003,SO,Arkansas,7,1,14,14,0
12370,Brandon Diles,2003,FR,Tulsa,8,1,26,26,0
12371,Maurice Drew,2003,FR,UCLA,12,17,479,28.2,2
12372,Vontez Duff,2003,SR,Notre Dame,12,16,346,21.6,0
12373,Chris Duncan,2003,JR,New Mexico State,10,1,22,22,0
12374,Tyler Ebell,2003,SO,UCLA,12,12,226,18.8,0
12375,Ronnie Elliott,2003,SO,Duke,9,7,121,17.3,0
12376,Markis Facyson,2003,SO,Rutgers,10,2,20,10,0
12377,William Ferguson,2003,SR,Pittsburgh,12,12,156,13,0
12378,Quinlin Germany,2003,FR,Texas A&M,4,1,3,3,0
12379,Josh Golden,2003,SO,Arizona State,8,9,166,18.4,0
12380,Jon Goldsberry,2003,JR,Purdue,2,1,8,8,0
12381,Phillip Graves,2003,SO,North Texas,2,1,1,1,0
12382,Seth Gulsby,2003,SO,Army,10,3,18,6,0
12383,George Hall,2003,FR,Purdue,1,2,19,9.5,0
12384,A.J. Harris,2003,SO,Northern Illinois,10,1,8,8,0
12385,Kay-Jay Harris,2003,JR,West Virginia,11,16,336,21,0
12386,Greg Heaggans,2003,SO,Kansas,9,26,603,23.2,0
12387,Donny Heck,2003,JR,Boise State,13,7,155,22.1,0
12388,Reynaldo Hill,2003,JR,Florida,1,1,26,26,0
12389,Pedro Holiday,2003,JR,Middle Tennessee State,8,4,85,21.3,0
12390,Maurice Humphrey,2003,FR,Penn State,9,4,41,10.3,0
12391,Chris Jackson,2003,FR,Ohio,10,14,246,17.6,0
12392,Johnathan Jackson,2003,JR,Georgia Tech,3,1,12,12,0
12393,Matt Johnson,2003,SR,Baylor,5,4,76,19,0
12394,Julius Jones,2003,SR,Notre Dame,12,13,243,18.7,0
12395,Leonard Jones,2003,SR,Wyoming,2,5,123,24.6,0
12396,Robert Jones,2003,JR,Oklahoma State,9,14,278,19.9,0
12397,Antonio King,2003,JR,Kent State,9,25,534,21.4,0
12398,Eric King,2003,JR,Wake Forest,8,13,254,19.5,0
12399,Markeith Knowlton,2003,JR,North Texas,5,5,69,13.8,0
12400,Ryan Kock,2003,FR,Iowa State,7,1,6,6,0
12401,Mark Logan,2003,JR,Georgia Tech,6,2,50,25,0
12402,Calvin Lowry,2003,SO,Penn State,11,16,300,18.8,0
12403,Mike Lukac,2003,SR,Penn State,9,3,23,7.7,0
12404,Lee Marks,2003,SO,Boise State,7,2,40,20,0
12405,David Marrero,2003,FR,Stanford,8,3,74,24.7,0
12406,Ernest Mason,2003,FR,Wisconsin,4,3,46,15.3,0
12407,Lamar Mason,2003,JR,Army,10,12,227,18.9,0
12408,Harold McClendon,2003,SR,Kansas,4,1,0,0,0
12409,Vincent Meeks,2003,SO,Texas Tech,6,8,112,14,0
12410,David Mikell,2003,SR,Boise State,13,8,173,21.6,0
12411,Johnnie Morant,2003,SR,Syracuse,12,18,403,22.4,0
12412,Sinorice Moss,2003,SO,Miami (FL),6,1,24,24,0
12413,Josh Powell,2003,FR,Toledo,3,1,0,0,0
12414,Luke Powell,2003,SR,Stanford,11,1,8,8,0
12415,Walter Reyes,2003,JR,Syracuse,12,1,10,10,0
12416,Jermaine Richardson,2003,JR,Troy,4,5,90,18,0
12417,Terry Richardson,2003,FR,Arizona State,8,2,46,23,0
12418,Tyrone Roberson,2003,JR,Missouri,10,12,216,18,0
12419,Ramzee Robinson,2003,FR,Alabama,4,10,166,16.6,0
12420,Yogi Roth,2003,SR,Pittsburgh,2,1,9,9,0
12421,Shelton Sampson,2003,FR,Washington,10,6,108,18,0
12422,Jason Shivers,2003,JR,Arizona State,5,4,112,28,0
12423,Chad Sievers,2003,JR,Nebraska,1,1,8,8,0
12424,Alex Smith,2003,JR,Stanford,9,1,9,9,0
12425,Matt Spaeth,2003,FR,Minnesota,7,2,31,15.5,0
12426,Isaiah Stanback,2003,FR,Washington,9,8,133,16.6,0
12427,Thomas Stancil,2003,FR,Brigham Young,6,1,15,15,0
12428,Booker Stanley,2003,FR,Wisconsin,10,1,3,3,0
12429,Ray Stith,2003,SO,Army,9,6,121,20.2,0
12430,Steve Suter,2003,JR,Maryland,11,14,331,23.6,0
12431,Matthew Thomas,2003,JR,South Carolina,11,22,422,19.2,0
12432,Pierre Thomas,2003,FR,Illinois,5,7,134,19.1,0
12433,Kenneth Tolon,2003,JR,Stanford,10,9,187,20.8,0
12434,Jerod Void,2003,SO,Purdue,12,4,92,23,0
12435,Jawan Walker,2003,SO,Pittsburgh,10,2,26,13,0
12436,Kenny Washington,2003,JR,Oregon,9,18,473,26.3,1
12437,Donell Wheaton,2003,FR,Nevada-Las Vegas,2,2,18,9,0
12438,William White,2003,JR,Army,12,33,785,23.8,0
12439,Chuck Wilke,2003,SO,Army,5,5,73,14.6,0
12440,Shawn Willis,2003,SO,Oklahoma State,10,1,17,17,0
12441,Eric Wilson,2003,JR,San Jose State,3,1,0,0,0
12442,Jerron Wishom,2003,JR,Louisiana Tech,7,6,91,15.2,0
12443,Bryan Wright,2003,FR,West Virginia,2,3,54,18,0
12444,Wallace Wright,2003,SO,North Carolina,4,7,122,17.4,0
12445,Brian Yarno,2003,JR,Idaho,5,1,2,2,0
12446,Adam Jennings,2003,SO,Fresno State,12,10,219,21.9,0
12447,Mitch Meeuwsen,2003,JR,Oregon State,4,1,17,17,0
12448,Rocky Harrison,2003,SO,Southern Mississippi,1,1,6,6,0
12449,Terrance Copper,2003,SR,East Carolina,12,4,98,24.5,0
12450,Mike Daniels,2003,FR,Cincinnati,8,3,76,25.3,0
12451,Michael Depriest,2003,FR,Texas Christian,8,2,33,16.5,0
12452,Damarcus Fox,2003,JR,East Carolina,9,18,376,20.9,1
12453,Tedric Harwell,2003,SR,Cincinnati,9,16,268,16.8,0
12454,Carl Jones,2003,SO,Cincinnati,9,2,43,21.5,0
12455,Kyle Koester,2003,SO,Cincinnati,8,2,25,12.5,0
12456,Thaddeus Lewis,2003,SR,Cincinnati,12,12,265,22.1,0
12457,Sean Lucas,2003,SO,Tulane,6,2,54,27,0
12458,Edwin Rios,2003,JR,East Carolina,8,4,81,20.3,0
12459,Cory Rodgers,2003,FR,Texas Christian,12,21,467,22.2,0
12460,Israel Route,2003,FR,Tulane,4,3,60,20,0
12461,Fred Smith,2003,FR,Tulane,12,38,830,21.8,1
12462,Robert Tillman,2003,FR,East Carolina,8,14,265,18.9,0
12463,Marvin Townes,2003,JR,East Carolina,12,7,85,12.1,0
12464,Bruce Youmans,2003,SO,Tulane,5,7,146,20.9,0
12465,Derek Abney,2003,SR,Kentucky,12,32,772,24.1,0
12466,Muammar Ali,2003,FR,New Mexico State,6,3,56,18.7,0
12467,Tony Bostic,2003,SR,New Mexico State,10,2,34,17,0
12468,Dee Brown,2003,JR,UCF,11,1,15,15,0
12469,Michael Bush,2003,FR,Louisville,12,3,48,16,0
12470,Broderick Clark,2003,SO,Louisville,10,36,736,20.4,0
12471,Draak Davis,2003,JR,Kentucky,12,9,220,24.4,0
12472,Jeremiah Drobney,2003,SO,Kentucky,5,1,20,20,0
12473,Justin Hamilton,2003,SO,Virginia Tech,8,1,8,8,0
12474,Justin Haydock,2003,JR,Kentucky,1,1,14,14,0
12475,Glenn Holt,2003,SO,Kentucky,8,1,17,17,0
12476,Luther Huggins,2003,JR,UCF,11,25,636,25.4,0
12477,Cedric Humes,2003,SO,Virginia Tech,12,15,254,16.9,0
12478,Mike Imoh,2003,SO,Virginia Tech,11,14,407,29.1,1
12479,Ronshay Jenkins,2003,SR,New Mexico State,12,13,243,18.7,0
12480,Will Matthews,2003,JR,Texas,9,5,58,11.6,0
12481,Keith Mouton,2003,SO,New Mexico State,4,4,58,14.5,0
12482,Sloan Thomas,2003,SR,Texas,11,6,108,18,0
12483,Joey Vincent,2003,FR,New Mexico State,5,2,19,9.5,0
12484,Dontavius Wilcox,2003,FR,UCF,11,1,32,32,0
12485,Selvin Young,2003,SO,Texas,10,15,365,24.3,1
12486,Arthur Adams,2003,JR,Troy,2,1,1,1,0
12487,Roc Alexander,2003,SR,Washington,7,13,268,20.6,0
12488,David Anderson,2003,SO,Colorado State,12,12,162,13.5,0
12489,Willie Andrews,2003,SO,Baylor,12,26,641,24.7,0
12490,Freddie Aughtry-Lindsay,2003,JR,North Carolina State,3,4,46,11.5,0
12491,Jeff Backes,2003,SO,Northwestern,8,9,202,22.4,0
12492,Marion Barber III,2003,SO,Minnesota,12,8,172,21.5,0
12493,Chris Barclay,2003,SO,Wake Forest,12,7,149,21.3,0
12494,Josh Barge,2003,SO,Wyoming,12,1,18,18,0
12495,Darren Barnett,2003,SO,Michigan State,3,1,14,14,0
12496,Hank Baskett,2003,SO,New Mexico,12,1,10,10,0
12497,Jackie Battle,2003,FR,Houston,10,1,10,10,0
12498,Marcus Battle,2003,SO,Rice,9,16,289,18.1,0
12499,Lance Bennett,2003,FR,Indiana,12,18,405,22.5,0
12500,Matt Bernstein,2003,SO,Wisconsin,12,5,60,12,0
12501,Bernard Berrian,2003,SR,Fresno State,13,25,619,24.8,0
12502,Dewhitt Betterson,2003,JR,Troy,12,5,117,23.4,0
12503,J.J. Billingsley,2003,SO,Colorado,5,4,87,21.8,0
12504,Will Blackmon,2003,SO,Boston College,11,34,840,24.7,0
12505,Caleb Blankenship,2003,JR,Tulsa,11,1,0,0,0
12506,Jeremy Bloom,2003,SO,Colorado,12,24,589,24.5,1
12507,Jovon Bouknight,2003,SO,Wyoming,12,26,616,23.7,0
12508,Adrian Boyd,2003,SR,New Mexico,11,2,42,21,0
12509,Ja'Mel Branch,2003,JR,North Texas,11,10,203,20.3,0
12510,Bennie Brazell,2003,SO,Louisiana State,1,1,40,40,0
12511,Steve Breaston,2003,SO,Michigan,12,8,167,20.9,0
12512,Vince Brewer,2003,SR,South Florida,9,1,3,3,0
12513,Michael Brewster,2003,JR,Hawaii,13,6,88,14.7,0
12514,Landrick Brody,2003,JR,New Mexico,6,1,8,8,0
12515,John Broussard,2003,SO,San Jose State,6,2,11,5.5,0
12516,Terrell Browden,2003,SR,Southern Mississippi,9,2,27,13.5,0
12517,Bryan Brown,2003,FR,Ole Miss,5,8,181,22.6,0
12518,Kyle Brown,2003,SO,Michigan State,10,2,44,22,0
12519,Rod Bryant,2003,SR,Idaho,10,13,311,23.9,1
12520,Romby Bryant,2003,SR,Tulsa,12,2,18,9,0
12521,Jonas Buckles,2003,JR,North Texas,4,1,8,8,0
12522,Reggie Bush,2003,FR,USC,12,16,447,27.9,1
12523,Andre Caldwell,2003,FR,Florida,11,18,416,23.1,0
12524,Jason Carter,2003,SO,Texas A&M,11,7,199,28.4,1
12525,Jerrell Carter,2003,JR,Louisiana,9,8,160,20,0
12526,Earl Charles,2003,JR,Marshall,12,13,302,23.2,0
12527,Bam Childress,2003,SR,Ohio State,6,2,21,10.5,0
12528,Mark Clayton,2003,JR,Oklahoma,12,1,29,29,0
